2000	97.01277161
1995	97.02085876
1990	96.97312927
1985	96.94456482
1980	96.94811249
1975	96.75865936
1970	96.71256256
1965	96.78809357
1960	96.8050766
1955	96.82119751
1950	96.70558929
1945	96.89774323
1940	96.89672852
1935	96.64916229
1930	96.68662262
1925	96.69485474
1920	96.81819916
1915	96.86166382
1910	96.66780853
1905	96.81079102
1900	96.65003204
1895	96.725914
1890	96.50132751
1885	96.59449768
1880	96.66352081
1875	96.65747833
1870	96.71589661
1865	96.68859863
1860	96.67305756
1855	96.53214264
1850	96.6105957
1845	96.77925873
1840	96.4544754
1835	96.63319397
1830	96.74668121
1825	96.55599976
1820	96.67602539
1815	96.55239105
1810	96.43006134
1805	96.55917358
1800	96.53308105
1795	96.52293396
1790	96.4598999
1785	96.50746918
1780	96.63942719
1775	96.51210022
1770	96.44289398
1765	96.4152298
1760	96.56051636
1755	96.4857254
1750	96.54541779
1745	96.5355072
1740	96.4511261
1735	96.48716736
1730	96.48016357
1725	96.53875732
1720	96.5151062
1715	96.46356201
1710	96.49974823
1705	96.51480865
1700	96.4298172
1695	96.46430969
1690	96.49100494
1685	96.42041016
1680	96.38974762
1675	96.40799713
1670	96.40541077
1665	96.43669128
1660	96.38169861
1655	96.36956024
1650	96.34288788
1645	96.36262512
1640	96.36673737
1635	96.36471558
1630	96.2557373
1625	96.32978821
1620	96.35887146
1615	96.27002716
1610	96.30953217
1605	96.31528473
1600	96.33081818
1595	96.27733612
1590	96.30428314
1585	96.25698853
1580	96.20780945
1575	96.26161957
1570	96.2407074
1565	96.188591
1560	96.23047638
1555	96.25447083
1550	96.24041748
1545	96.19498444
1540	96.19091034
1535	96.15760803
1530	96.19610596
1525	96.12522888
1520	96.15324402
1515	96.16088104
1510	96.17095947
1505	96.09076691
1500	96.16455841
1495	96.0802002
1490	96.09689331
1485	96.07137299
1480	96.08238983
1475	96.07924652
1470	96.0510025
1465	96.0065155
1460	95.98123169
1455	95.98144531
1450	95.98659515
1445	95.99063873
1440	95.97463989
1435	95.95240784
1430	95.96961975
1425	95.94667053
1420	95.92513275
1415	95.9024353
1410	95.90341187
1405	95.89829254
1400	95.83300018
1395	95.81845856
1390	95.78374481
1385	95.77959442
1380	95.78987122
1375	95.75086212
1370	95.70386505
1365	95.70803833
1360	95.70991516
1355	95.72442627
1350	95.60308075
1345	95.61343384
1340	95.63793182
1335	95.64598846
1330	95.59591675
1325	95.57087708
1320	95.50408936
1315	95.53149414
1310	95.49411774
1305	95.45957184
1300	95.43087769
1295	95.43331146
1290	95.38041687
1285	95.37205505
1280	95.3735199
1275	95.33177185
1270	95.36364746
1265	95.26524353
1260	95.25385284
1255	95.22582245
1250	95.19007111
1245	95.20008087
1240	95.13491058
1235	95.0945282
1230	95.06523132
1225	95.04629517
1220	94.98815155
1215	94.9503479
1210	94.92162323
1205	94.89115143
1200	94.8432312
1195	94.89572906
1190	94.80298615
1185	94.81163025
1180	94.79161835
1175	94.76673889
1170	94.66401672
1165	94.60287476
1160	94.62431335
1155	94.53292847
1150	94.54946899
1145	94.42081451
1140	94.42053223
1135	94.33679962
1130	94.27000427
1125	94.26396942
1120	94.13178253
1115	94.10322571
1110	94.0741806
1105	93.99341583
1100	93.93251038
1095	93.8508606
1090	93.77575684
1085	93.69036102
1080	93.63908386
1075	93.55175781
1070	93.49367523
1065	93.37598419
1060	93.32492828
1055	93.24342346
1050	93.08731842
